"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.214",49061,"41.177.202.202",53,2,236,1,89,1,147,208.945108,0.00011299999999891952,0,0
"41.177.26.214",49062,"41.177.202.202",53,2,270,1,106,1,164,208.945542,0.00011000000000649379,0,0
"41.177.26.214",49063,"41.177.202.202",53,2,259,1,103,1,156,208.945916,0.00011599999999134525,0,0
"41.177.26.214",49064,"41.177.202.202",53,2,323,1,89,1,234,208.946276,0.00014299999998002022,0,0
"41.177.26.214",49065,"41.177.202.202",53,2,348,1,90,1,258,208.948402,0.00014500000000339242,0,0
"41.177.26.214",49066,"41.177.202.202",53,2,236,1,89,1,147,208.948927,9.700000001089393e-5,0,0
"41.177.26.214",49067,"41.177.202.202",53,2,270,1,106,1,164,208.94936,0.00010999999997807208,0,0
"41.177.26.214",49068,"41.177.202.202",53,2,259,1,103,1,156,208.949694,0.0001170000000172422,0,0
"41.177.26.214",49069,"41.177.202.202",53,2,323,1,89,1,234,208.950284,0.00013299999997684608,0,0
"41.177.26.214",49070,"41.177.202.202",53,2,348,1,90,1,258,208.966211,0.00015100000001666558,0,0
"41.177.26.214",49071,"41.177.202.202",53,2,236,1,89,1,147,208.96677,0.00012300000000209366,0,0
"41.177.26.214",49072,"41.177.202.202",53,2,270,1,106,1,164,208.967145,0.00010900000000901855,0,0
"41.177.26.214",49073,"41.177.202.202",53,2,259,1,103,1,156,208.967489,0.00011299999999891952,0,0
"41.177.26.214",49074,"41.177.202.202",53,2,323,1,89,1,234,208.967834,0.00014999999999076863,0,0
"41.177.26.214",49075,"41.177.202.202",53,2,348,1,90,1,258,211.166186,0.00014500000000339242,0,0
"41.177.26.214",49076,"41.177.202.202",53,2,236,1,89,1,147,211.166652,0.00011699999998882049,0,0
"41.177.26.214",49077,"41.177.202.202",53,2,270,1,106,1,164,211.166999,0.00011799999998629573,0,0
"41.177.26.214",49078,"41.177.202.202",53,2,259,1,103,1,156,211.167341,0.0001239999999995689,0,0
"41.177.26.214",49079,"41.177.202.202",53,2,323,1,89,1,234,211.167663,0.00014099999998506973,0,0
"41.177.26.214",49080,"41.177.202.202",53,2,348,1,90,1,258,211.506535,0.0001629999999863685,0,0
"41.177.26.214",49081,"41.177.202.202",53,2,236,1,89,1,147,211.507082,0.0001170000000172422,0,0
"41.177.26.214",49082,"41.177.202.202",53,2,270,1,106,1,164,211.507434,0.0001239999999995689,0,0
"41.177.26.214",49083,"41.177.202.202",53,2,259,1,103,1,156,211.507788,0.00012100000000714317,0,0
"41.177.26.214",49084,"41.177.202.202",53,2,323,1,89,1,234,211.508145,0.0001629999999863685,0,0
"41.177.31.23",138,"41.177.31.176",138,2,494,2,494,0,0,189.028121,0.00015099999998824387,0,0
"41.177.31.41",1985,"210.218.218.164",1985,172,11320,172,11320,0,0,1.420824,209.728064,431.7972438824401,0
"41.177.31.57",138,"41.177.31.176",138,86,30734,86,30734,0,0,4.122344,204.999709,1199.377312286819,0
"41.177.31.57",137,"41.177.31.176",137,12,1152,12,1152,0,0,32.404133,3.7491989999999973,2458.125055511859,0
"41.177.31.64",137,"41.177.31.176",137,2,192,2,192,0,0,0.971028,0.00013699999999994272,0,0
"41.177.31.91",138,"41.177.31.94",138,6,1512,0,0,6,1512,17.120604,0.00015700000000151704,0,0
"41.177.31.94",626,"210.218.218.160",626,21,1848,21,1848,0,0,24.813816,180.008052,82.12965939990285,0
"41.177.31.98",138,"41.177.31.176",138,2,494,2,494,0,0,189.028054,0.00016199999998889325,0,0
"41.177.31.164",1985,"210.218.218.164",1985,172,11320,172,11320,0,0,1.196867,210.182532,430.8635886068781,0
"41.177.31.176",138,"41.177.31.253",138,2,536,0,0,2,536,99.123967,0.00012700000000620548,0,0
"41.177.31.176",138,"41.177.31.203",138,4,988,0,0,4,988,116.953759,1.4924319999999938,0,5296.0536895483565
"41.177.31.176",138,"41.177.31.197",138,6,1482,0,0,6,1482,176.640033,1.0353060000000198,0,11451.686747685972
"41.177.31.186",1985,"210.218.218.164",1985,158,10428,158,10428,0,0,1.383647,210.924499,395.5159329310532,0
"41.177.31.192",1985,"210.218.218.164",1985,156,10296,156,10296,0,0,1.271768,210.520444,391.2589126023314,0
"41.177.46.57",138,"41.177.46.91",138,4,1008,4,1008,0,0,206.353921,0.0003509999999948832,0,0
"41.177.46.91",137,"41.177.46.252",137,6,576,0,0,6,576,43.665442,1.5001510000000025,0,3071.6907831278268
"41.177.46.91",137,"41.177.46.225",137,6,576,0,0,6,576,68.182821,1.5005510000000015,0,3070.8719663643524
"41.177.46.91",138,"41.177.46.130",138,6,1374,0,0,6,1374,177.130031,33.844764,0,324.7769728871503
"41.177.46.91",137,"41.177.46.130",137,12,1152,0,0,12,1152,206.725466,5.7494319999999846,0,1602.9409513844193
"41.177.46.164",1985,"210.218.218.164",1985,172,11320,172,11320,0,0,1.244816,209.512097,432.2423444599478,0
"41.177.46.192",1985,"210.218.218.164",1985,156,10296,156,10296,0,0,1.015664,210.92456800000002,390.5092743866613,0
"41.177.72.41",1985,"210.218.218.164",1985,174,11452,174,11452,0,0,1.068883,209.656009,436.98246683690326,0
"41.177.72.186",1985,"210.218.218.164",1985,158,10428,158,10428,0,0,2.231697,210.620469,396.0868589652604,0
"41.177.83.194",1985,"210.218.218.164",1985,237,15642,237,15642,0,0,1.047644,211.90061300000002,590.5410004642129,0
"41.177.83.214",1985,"210.218.218.164",1985,258,16980,258,16980,0,0,2.460811,208.200201,652.4489378374808,0
"41.177.98.31",123,"244.157.156.98",123,8,752,4,376,4,376,2.343323,180.004853,16.71066057313466,16.71066057313466
"41.177.98.31",59708,"41.177.26.209",514,210,42648,210,42648,0,0,2.670541,189.04848399999997,1804.7433800103895,0
"41.177.98.31",123,"244.157.67.98",123,8,752,4,376,4,376,23.346263,168.003231,17.90441756444553,17.90441756444553
"41.177.98.31",123,"41.177.230.31",123,2,188,1,94,1,94,38.348242,9.800000000126374e-5,0,0
"41.177.98.31",123,"244.157.13.98",123,6,564,3,282,3,282,49.339721,115.006183,19.616336627744616,19.616336627744616
"41.177.98.31",123,"244.3.164.39",123,2,188,1,94,1,94,99.346569,9.299999999257125e-5,0,0
"41.177.98.31",46327,"41.177.202.202",53,2,225,1,86,1,139,117.109788,0.00012000000000966793,0,0
"41.177.98.31",46328,"41.177.202.202",53,2,312,1,86,1,226,117.110474,0.00014900000000750424,0,0
"41.177.98.31",46329,"41.177.202.202",53,2,225,1,86,1,139,117.28334,0.0001160000000055561,0,0
"41.177.98.31",46330,"41.177.202.202",53,2,312,1,86,1,226,117.284585,0.00011899999999798183,0,0
"41.177.98.31",46331,"41.177.202.202",53,2,365,1,86,1,279,117.483426,0.00014500000000339242,0,0
"41.177.98.31",46332,"41.177.202.202",53,2,312,1,86,1,226,117.489125,0.00012800000000368073,0,0
"41.177.98.43",40357,"41.177.202.202",53,2,242,1,92,1,150,3.316297,0.000140000000000029,0,0
"41.177.98.43",40358,"41.177.202.202",53,2,276,1,109,1,167,3.316802,0.00013100000000010326,0,0
"41.177.98.43",40359,"41.177.202.202",53,2,265,1,106,1,159,3.317237,0.00010699999999985721,0,0
"41.177.98.43",40360,"41.177.202.202",53,2,268,1,105,1,163,3.317625,0.00015799999999988046,0,0
"41.177.98.43",40361,"41.177.202.202",53,2,329,1,92,1,237,3.318082,0.000144000000000144,0,0
"41.177.98.43",40362,"41.177.202.202",53,2,242,1,92,1,150,7.030668,9.999999999976694e-5,0,0
"41.177.98.43",40363,"41.177.202.202",53,2,276,1,109,1,167,7.03123,0.00011399999999994748,0,0
"41.177.98.43",40364,"41.177.202.202",53,2,265,1,106,1,159,7.031655,9.800000000037556e-5,0,0
"41.177.98.43",40365,"41.177.202.202",53,2,268,1,105,1,163,7.032039,0.0001239999999995689,0,0
"41.177.98.43",40366,"41.177.202.202",53,2,329,1,92,1,237,7.032489,0.00016999999999978144,0,0
"41.177.98.43",40367,"41.177.202.202",53,2,242,1,92,1,150,8.546586,0.00013200000000068712,0,0
"41.177.98.43",40368,"41.177.202.202",53,2,276,1,109,1,167,8.547056,0.00011500000000097543,0,0
"41.177.98.43",40369,"41.177.202.202",53,2,265,1,106,1,159,8.547465,9.899999999873899e-5,0,0
"41.177.98.43",40370,"41.177.202.202",53,2,268,1,105,1,163,8.547842,0.00011200000000144428,0,0
"41.177.98.43",40371,"41.177.202.202",53,2,329,1,92,1,237,8.548255,0.0001220000000010657,0,0
"41.177.98.43",40372,"41.177.202.202",53,2,242,1,92,1,150,8.740889,0.000128000000000128,0,0
"41.177.98.43",40373,"41.177.202.202",53,2,276,1,109,1,167,8.741336,0.00011799999999873023,0,0
"41.177.98.43",40374,"41.177.202.202",53,2,265,1,106,1,159,8.741767,9.000000000014552e-5,0,0
"41.177.98.43",40375,"41.177.202.202",53,2,268,1,105,1,163,8.742157,0.00010999999999938836,0,0
"41.177.98.43",40376,"41.177.202.202",53,2,329,1,92,1,237,8.742558,0.0001419999999985322,0,0
"41.177.98.43",40377,"41.177.202.202",53,2,242,1,92,1,150,16.647216,0.00013200000000068712,0,0
"41.177.98.43",40378,"41.177.202.202",53,2,276,1,109,1,167,16.648468,0.00011699999999947863,0,0
"41.177.98.43",40379,"41.177.202.202",53,2,265,1,106,1,159,16.648972,0.00011699999999947863,0,0
"41.177.98.43",40380,"41.177.202.202",53,2,268,1,105,1,163,16.649449,0.00011800000000050659,0,0
"41.177.98.43",40381,"41.177.202.202",53,2,329,1,92,1,237,16.64996,0.00014600000000086766,0,0
"41.177.98.43",40382,"41.177.202.202",53,2,242,1,92,1,150,31.151697,0.00011500000000097543,0,0
"41.177.98.43",40383,"41.177.202.202",53,2,276,1,109,1,167,31.152165,0.00011999999999900979,0,0
"41.177.98.43",40384,"41.177.202.202",53,2,265,1,106,1,159,31.152578,0.00011600000000200339,0,0
"41.177.98.43",40385,"41.177.202.202",53,2,268,1,105,1,163,31.152986,0.00014000000000180535,0,0
"41.177.98.43",40386,"41.177.202.202",53,2,329,1,92,1,237,31.153405,0.0001430000000013365,0,0
"41.177.98.43",123,"244.157.156.98",123,6,564,3,282,3,282,36.6127,127.995666,17.62559679169137,17.62559679169137
"41.177.98.43",40387,"41.177.202.202",53,2,242,1,92,1,150,38.677912,0.00012500000000414957,0,0
"41.177.98.43",40388,"41.177.202.202",53,2,276,1,109,1,167,38.678543,0.00011800000000050659,0,0
"41.177.98.43",40389,"41.177.202.202",53,2,265,1,106,1,159,38.678963,0.00012699999999910005,0,0
"41.177.98.43",40390,"41.177.202.202",53,2,268,1,105,1,163,38.679385,0.00012499999999704414,0,0
"41.177.98.43",40391,"41.177.202.202",53,2,329,1,92,1,237,38.679853,0.000144999999996287,0,0
"41.177.98.43",40392,"41.177.202.202",53,2,242,1,92,1,150,39.479754,0.00011099999999686361,0,0
"41.177.98.43",40393,"41.177.202.202",53,2,276,1,109,1,167,39.480221,0.00012499999999704414,0,0
"41.177.98.43",40394,"41.177.202.202",53,2,265,1,106,1,159,39.48062,0.00011899999999798183,0,0
"41.177.98.43",40395,"41.177.202.202",53,2,268,1,105,1,163,39.48101,0.0001160000000055561,0,0
"41.177.98.43",40396,"41.177.202.202",53,2,329,1,92,1,237,39.481411,0.00014600000000086766,0,0
"41.177.98.43",40397,"41.177.202.202",53,2,242,1,92,1,150,40.090301,0.00011100000000396903,0,0
"41.177.98.43",40398,"41.177.202.202",53,2,276,1,109,1,167,40.090755,0.0001049999999978013,0,0
"41.177.98.43",40399,"41.177.202.202",53,2,265,1,106,1,159,40.091149,0.00011800000000050659,0,0
"41.177.98.43",40400,"41.177.202.202",53,2,268,1,105,1,163,40.091552,0.00011599999999845068,0,0
"41.177.98.43",40401,"41.177.202.202",53,2,329,1,92,1,237,40.091963,0.00013100000000321188,0,0
"41.177.98.43",123,"244.157.13.98",123,6,564,3,282,3,282,41.612473,127.99575300000001,17.625584811396045,17.625584811396045
"41.177.98.43",40402,"41.177.202.202",53,2,242,1,92,1,150,44.588045,0.00011599999999845068,0,0
"41.177.98.43",40403,"41.177.202.202",53,2,276,1,109,1,167,44.588514,0.00011699999999592592,0,0
"41.177.98.43",40404,"41.177.202.202",53,2,265,1,106,1,159,44.588915,0.00011399999999639476,0,0
"41.177.98.43",40405,"41.177.202.202",53,2,268,1,105,1,163,44.589303,0.00011999999999545707,0,0
"41.177.98.43",40406,"41.177.202.202",53,2,329,1,92,1,237,44.589705,0.00012499999999704414,0,0
"41.177.98.43",40407,"41.177.202.202",53,2,242,1,92,1,150,46.918474,0.00013899999999722468,0,0
"41.177.98.43",40408,"41.177.202.202",53,2,276,1,109,1,167,46.919007,0.0001279999999965753,0,0
"41.177.98.43",40409,"41.177.202.202",53,2,265,1,106,1,159,46.919423,0.00012100000000003774,0,0
"41.177.98.43",40410,"41.177.202.202",53,2,268,1,105,1,163,46.919833,0.00012300000000209366,0,0
"41.177.98.43",40411,"41.177.202.202",53,2,329,1,92,1,237,46.920264,0.00019999999999953388,0,0
"41.177.98.43",123,"244.157.67.98",123,6,564,3,282,3,282,51.612182,127.995656,17.625598168737852,17.625598168737852
"41.177.98.43",40412,"41.177.202.202",53,2,242,1,92,1,150,55.24848,0.00011599999999845068,0,0
"41.177.98.43",40413,"41.177.202.202",53,2,276,1,109,1,167,55.248956,0.00010799999999733245,0,0
"41.177.98.43",40414,"41.177.202.202",53,2,265,1,106,1,159,55.249342,0.00011400000000350019,0,0
"41.177.98.43",40415,"41.177.202.202",53,2,268,1,105,1,163,55.24977,8.19999999990273e-5,0,0
"41.177.98.43",40416,"41.177.202.202",53,2,329,1,92,1,237,55.250171,0.0001239999999995689,0,0
"41.177.98.43",40417,"41.177.202.202",53,2,242,1,92,1,150,65.943818,0.00012100000000714317,0,0
"41.177.98.43",40418,"41.177.202.202",53,2,276,1,109,1,167,65.944274,0.00012200000000461841,0,0
"41.177.98.43",40419,"41.177.202.202",53,2,265,1,106,1,159,65.944674,0.00013099999999610645,0,0
"41.177.98.43",40420,"41.177.202.202",53,2,268,1,105,1,163,65.945082,0.00011700000000303135,0,0
"41.177.98.43",40421,"41.177.202.202",53,2,329,1,92,1,237,65.945481,0.0001390000000043301,0,0
"41.177.98.43",40422,"41.177.202.202",53,2,242,1,92,1,150,69.000192,0.00011399999999639476,0,0
"41.177.98.43",40423,"41.177.202.202",53,2,276,1,109,1,167,69.000779,0.0001160000000055561,0,0
"41.177.98.43",40424,"41.177.202.202",53,2,265,1,106,1,159,69.001183,0.00011399999999639476,0,0
"41.177.98.43",40425,"41.177.202.202",53,2,268,1,105,1,163,69.001574,0.00011399999999639476,0,0
"41.177.98.43",40426,"41.177.202.202",53,2,329,1,92,1,237,69.002014,0.00014600000000086766,0,0
"41.177.98.43",40427,"41.177.202.202",53,2,242,1,92,1,150,70.353454,0.00011399999999639476,0,0
"41.177.98.43",40428,"41.177.202.202",53,2,276,1,109,1,167,70.354034,0.00011999999999545707,0,0
"41.177.98.43",40429,"41.177.202.202",53,2,265,1,106,1,159,70.354449,0.00011800000000050659,0,0
"41.177.98.43",40430,"41.177.202.202",53,2,268,1,105,1,163,70.35485,0.00011399999999639476,0,0
"41.177.98.43",40431,"41.177.202.202",53,2,329,1,92,1,237,70.355305,0.00013400000000274304,0,0
"41.177.98.43",40432,"41.177.202.202",53,2,242,1,92,1,150,93.178464,0.00013899999999011925,0,0
"41.177.98.43",40433,"41.177.202.202",53,2,276,1,109,1,167,93.179064,0.0001239999999995689,0,0
"41.177.98.43",40434,"41.177.202.202",53,2,265,1,106,1,159,93.179472,0.00011699999998882049,0,0
"41.177.98.43",40435,"41.177.202.202",53,2,268,1,105,1,163,93.179861,0.00017499999999870397,0,0
"41.177.98.43",40436,"41.177.202.202",53,2,329,1,92,1,237,93.180349,0.00012799999998946987,0,0
"41.177.98.43",40437,"41.177.202.202",53,2,242,1,92,1,150,95.519268,0.00012200000000461841,0,0
"41.177.98.43",40438,"41.177.202.202",53,2,276,1,109,1,167,95.519768,0.0001160000000055561,0,0
"41.177.98.43",40439,"41.177.202.202",53,2,265,1,106,1,159,95.52018699999999,0.0001160000000055561,0,0
"41.177.98.43",40440,"41.177.202.202",53,2,268,1,105,1,163,95.520625,0.0001540000000090913,0,0
"41.177.98.43",40441,"41.177.202.202",53,2,329,1,92,1,237,95.521091,0.00013500000000021828,0,0
"41.177.98.43",40442,"41.177.202.202",53,2,242,1,92,1,150,104.738295,0.00012000000000966793,0,0
"41.177.98.43",40443,"41.177.202.202",53,2,276,1,109,1,167,104.738875,0.00012900000000115597,0,0
"41.177.98.43",40444,"41.177.202.202",53,2,265,1,106,1,159,104.739289,0.00012599999999451938,0,0
"41.177.98.43",40445,"41.177.202.202",53,2,268,1,105,1,163,104.739698,0.0001319999999935817,0,0
"41.177.98.43",40446,"41.177.202.202",53,2,329,1,92,1,237,104.740238,0.00014499999998918156,0,0
"41.177.98.43",40447,"41.177.202.202",53,2,242,1,92,1,150,110.045582,0.00012700000000620548,0,0
"41.177.98.43",40448,"41.177.202.202",53,2,276,1,109,1,167,110.04606,0.0001390000000043301,0,0
"41.177.98.43",40449,"41.177.202.202",53,2,265,1,106,1,159,110.046465,0.00011700000000303135,0,0
"41.177.98.43",40450,"41.177.202.202",53,2,268,1,105,1,163,110.046857,0.00012900000000115597,0,0
"41.177.98.43",40451,"41.177.202.202",53,2,329,1,92,1,237,110.04728,0.00011999999999545707,0,0
"41.177.98.43",40452,"41.177.202.202",53,2,242,1,92,1,150,114.626863,0.00013400000000274304,0,0
"41.177.98.43",40453,"41.177.202.202",53,2,276,1,109,1,167,114.627458,0.0001319999999935817,0,0
"41.177.98.43",40454,"41.177.202.202",53,2,265,1,106,1,159,114.627881,0.00011599999999134525,0,0
"41.177.98.43",40455,"41.177.202.202",53,2,268,1,105,1,163,114.628281,0.00011899999999798183,0,0
"41.177.98.43",40456,"41.177.202.202",53,2,329,1,92,1,237,114.628737,0.0001409999999992806,0,0
"41.177.98.43",40457,"41.177.202.202",53,2,225,1,86,1,139,117.109739,0.00011200000000144428,0,0
"41.177.98.43",40458,"41.177.202.202",53,2,312,1,86,1,226,117.110341,0.000137999999992644,0,0
"41.177.98.43",32797,"41.177.26.209",514,8,2470,8,2470,0,0,117.232577,0.47490099999998847,41608.67212324354,0
"41.177.98.43",40459,"41.177.202.202",53,2,225,1,86,1,139,117.268581,0.00012300000000209366,0,0
"41.177.98.43",40460,"41.177.202.202",53,2,312,1,86,1,226,117.269137,0.0001239999999995689,0,0
"41.177.98.43",40461,"41.177.202.202",53,2,365,1,86,1,279,117.408819,0.00016100000000562886,0,0
"41.177.98.43",40462,"41.177.202.202",53,2,225,1,86,1,139,117.413741,0.00010000000000331966,0,0
"41.177.98.43",40463,"41.177.202.202",53,2,312,1,86,1,226,117.414251,0.00012900000000115597,0,0
"41.177.98.43",40464,"41.177.202.202",53,2,242,1,92,1,150,119.77804,0.00011999999999545707,0,0
"41.177.98.43",40465,"41.177.202.202",53,2,276,1,109,1,167,119.778618,0.00012100000000714317,0,0
"41.177.98.43",40466,"41.177.202.202",53,2,265,1,106,1,159,119.779018,0.00011200000000144428,0,0
"41.177.98.43",40467,"41.177.202.202",53,2,268,1,105,1,163,119.779405,0.00013400000000274304,0,0
"41.177.98.43",40468,"41.177.202.202",53,2,329,1,92,1,237,119.779861,0.00015700000000151704,0,0
"41.177.98.43",40469,"41.177.202.202",53,2,242,1,92,1,150,121.529581,0.00010900000000901855,0,0
"41.177.98.43",40470,"41.177.202.202",53,2,276,1,109,1,167,121.530046,0.00011800000000050659,0,0
"41.177.98.43",40471,"41.177.202.202",53,2,265,1,106,1,159,121.53047,9.900000000584441e-5,0,0
"41.177.98.43",40472,"41.177.202.202",53,2,268,1,105,1,163,121.53085,0.0001239999999995689,0,0
"41.177.98.43",40473,"41.177.202.202",53,2,329,1,92,1,237,121.531281,0.00011699999998882049,0,0
"41.177.98.43",40474,"41.177.202.202",53,2,242,1,92,1,150,123.65505,9.500000000173259e-5,0,0
"41.177.98.43",40475,"41.177.202.202",53,2,276,1,109,1,167,123.6555,0.00011700000000303135,0,0
"41.177.98.43",40476,"41.177.202.202",53,2,265,1,106,1,159,123.655903,0.00011400000001060562,0,0
"41.177.98.43",40477,"41.177.202.202",53,2,268,1,105,1,163,123.656302,0.0001239999999995689,0,0
"41.177.98.43",40478,"41.177.202.202",53,2,329,1,92,1,237,123.65672,0.00013899999999011925,0,0
"41.177.98.43",40479,"41.177.202.202",53,2,242,1,92,1,150,128.587028,0.00011899999998377098,0,0
"41.177.98.43",40480,"41.177.202.202",53,2,276,1,109,1,167,128.587611,0.00011499999999387,0,0
"41.177.98.43",40481,"41.177.202.202",53,2,265,1,106,1,159,128.588009,0.00011699999998882049,0,0
"41.177.98.43",40482,"41.177.202.202",53,2,268,1,105,1,163,128.588401,0.00012499999999704414,0,0
"41.177.98.43",40483,"41.177.202.202",53,2,329,1,92,1,237,128.588854,0.0001400000000160162,0,0
"41.177.98.43",40484,"41.177.202.202",53,2,242,1,92,1,150,133.365432,0.00011599999999134525,0,0
"41.177.98.43",40485,"41.177.202.202",53,2,276,1,109,1,167,133.365907,0.00012200000000461841,0,0
"41.177.98.43",40486,"41.177.202.202",53,2,265,1,106,1,159,133.366308,0.00012499999999704414,0,0
"41.177.98.43",40487,"41.177.202.202",53,2,268,1,105,1,163,133.366704,0.0001239999999995689,0,0
"41.177.98.43",40488,"41.177.202.202",53,2,329,1,92,1,237,133.367117,0.000137999999992644,0,0
"41.177.98.43",123,"41.177.108.224",123,2,188,1,94,1,94,135.609131,0.00018300000002113848,0,0
"41.177.98.43",40489,"41.177.202.202",53,2,242,1,92,1,150,139.53766,0.00012000000000966793,0,0
"41.177.98.43",40490,"41.177.202.202",53,2,276,1,109,1,167,139.538123,0.00011599999999134525,0,0
"41.177.98.43",40491,"41.177.202.202",53,2,265,1,106,1,159,139.538525,0.00011000000000649379,0,0
"41.177.98.43",40492,"41.177.202.202",53,2,268,1,105,1,163,139.538936,0.00011699999998882049,0,0
"41.177.98.43",40493,"41.177.202.202",53,2,329,1,92,1,237,139.539335,0.00013200000000779255,0,0
"41.177.98.43",40494,"41.177.202.202",53,2,242,1,92,1,150,149.536672,0.0001289999999869451,0,0
"41.177.98.43",40495,"41.177.202.202",53,2,276,1,109,1,167,149.537277,0.00014600000000086766,0,0
"41.177.98.43",40496,"41.177.202.202",53,2,265,1,106,1,159,149.537702,0.00011299999999891952,0,0
"41.177.98.43",40497,"41.177.202.202",53,2,268,1,105,1,163,149.53809,0.00011699999998882049,0,0
"41.177.98.43",40498,"41.177.202.202",53,2,329,1,92,1,237,149.538679,0.00014300000000844193,0,0
"41.177.98.43",40499,"41.177.202.202",53,2,242,1,92,1,150,150.771785,0.00011499999999387,0,0
"41.177.98.43",40500,"41.177.202.202",53,2,276,1,109,1,167,150.772253,0.00011200000000144428,0,0
"41.177.98.43",40501,"41.177.202.202",53,2,265,1,106,1,159,150.772643,0.00012000000000966793,0,0
"41.177.98.43",40502,"41.177.202.202",53,2,268,1,105,1,163,150.773038,0.00011999999998124622,0,0
"41.177.98.43",40503,"41.177.202.202",53,2,329,1,92,1,237,150.773443,0.00013800000002106572,0,0
"41.177.98.43",40504,"41.177.202.202",53,2,242,1,92,1,150,156.602266,0.00011500000002229172,0,0
"41.177.98.43",40505,"41.177.202.202",53,2,276,1,109,1,167,156.60284,0.00017800000000534055,0,0
"41.177.98.43",40506,"41.177.202.202",53,2,265,1,106,1,159,156.603305,9.499999998752173e-5,0,0
"41.177.98.43",40507,"41.177.202.202",53,2,268,1,105,1,163,156.603685,0.00011999999998124622,0,0
"41.177.98.43",40508,"41.177.202.202",53,2,329,1,92,1,237,156.604147,0.00013699999999516876,0,0
"41.177.98.43",40509,"41.177.202.202",53,2,242,1,92,1,150,159.264986,0.00012000000000966793,0,0
"41.177.98.43",40510,"41.177.202.202",53,2,276,1,109,1,167,159.265582,0.00012200000000461841,0,0
"41.177.98.43",40511,"41.177.202.202",53,2,265,1,106,1,159,159.265992,0.00014299999998002022,0,0
"41.177.98.43",40512,"41.177.202.202",53,2,268,1,105,1,163,159.266412,0.00011599999999134525,0,0
"41.177.98.43",40513,"41.177.202.202",53,2,329,1,92,1,237,159.266859,0.00015099999998824387,0,0
"41.177.98.43",40514,"41.177.202.202",53,2,242,1,92,1,150,159.305701,0.00011100000000396903,0,0
"41.177.98.43",40515,"41.177.202.202",53,2,276,1,109,1,167,159.30624,0.00011000000000649379,0,0
"41.177.98.43",40516,"41.177.202.202",53,2,265,1,106,1,159,159.306631,0.00011699999998882049,0,0
"41.177.98.43",40517,"41.177.202.202",53,2,268,1,105,1,163,159.30702,0.0001080000000115433,0,0
"41.177.98.43",40518,"41.177.202.202",53,2,329,1,92,1,237,159.307445,0.00014099999998506973,0,0
"41.177.98.43",40519,"41.177.202.202",53,2,242,1,92,1,150,164.080299,0.00012300000000209366,0,0
"41.177.98.43",40520,"41.177.202.202",53,2,276,1,109,1,167,164.080788,0.00012099999997872146,0,0
"41.177.98.43",40521,"41.177.202.202",53,2,265,1,106,1,159,164.081189,0.00011100000000396903,0,0
"41.177.98.43",40522,"41.177.202.202",53,2,268,1,105,1,163,164.081576,0.00011699999998882049,0,0
"41.177.98.43",40523,"41.177.202.202",53,2,329,1,92,1,237,164.08198,0.00013800000002106572,0,0
"41.177.98.43",40524,"41.177.202.202",53,2,242,1,92,1,150,167.930694,0.00011600000001976696,0,0
"41.177.98.43",40525,"41.177.202.202",53,2,276,1,109,1,167,167.931151,0.00011799999998629573,0,0
"41.177.98.43",40526,"41.177.202.202",53,2,265,1,106,1,159,167.931551,0.00010999999997807208,0,0
"41.177.98.43",40527,"41.177.202.202",53,2,268,1,105,1,163,167.931934,0.00012599999999451938,0,0
"41.177.98.43",40528,"41.177.202.202",53,2,329,1,92,1,237,167.932345,0.00015300000001161607,0,0
"41.177.98.43",123,"244.3.164.39",123,2,188,1,94,1,94,174.607704,0.00011399999999639476,0,0
"41.177.98.43",40529,"41.177.202.202",53,2,242,1,92,1,150,174.634568,0.00011399999999639476,0,0
"41.177.98.43",40530,"41.177.202.202",53,2,276,1,109,1,167,174.635013,0.0001170000000172422,0,0
"41.177.98.43",40531,"41.177.202.202",53,2,265,1,106,1,159,174.635419,0.0001289999999869451,0,0
"41.177.98.43",40532,"41.177.202.202",53,2,268,1,105,1,163,174.635817,0.00011399999999639476,0,0
"41.177.98.43",40533,"41.177.202.202",53,2,329,1,92,1,237,174.636226,0.00013699999999516876,0,0
"41.177.98.43",123,"41.177.230.31",123,2,188,1,94,1,94,175.607669,8.800000000519503e-5,0,0
"41.177.98.43",40534,"41.177.202.202",53,2,242,1,92,1,150,185.633524,9.800000000836917e-5,0,0
"41.177.98.43",40535,"41.177.202.202",53,2,276,1,109,1,167,185.634103,0.00011599999999134525,0,0
"41.177.98.43",40536,"41.177.202.202",53,2,265,1,106,1,159,185.634505,0.00012000000000966793,0,0
"41.177.98.43",40537,"41.177.202.202",53,2,268,1,105,1,163,185.6349,0.00011500000002229172,0,0
"41.177.98.43",40538,"41.177.202.202",53,2,329,1,92,1,237,185.635344,0.00017499999998449312,0,0
"41.177.98.43",40539,"41.177.202.202",53,2,242,1,92,1,150,193.212576,0.00012599999999451938,0,0
"41.177.98.43",40540,"41.177.202.202",53,2,276,1,109,1,167,193.213166,0.00013899999999011925,0,0
"41.177.98.43",40541,"41.177.202.202",53,2,265,1,106,1,159,193.213587,0.00011399999999639476,0,0
"41.177.98.43",40542,"41.177.202.202",53,2,268,1,105,1,163,193.213972,0.00011699999998882049,0,0
"41.177.98.43",40543,"41.177.202.202",53,2,329,1,92,1,237,193.214411,0.0001399999999875945,0,0
